,numero,nombre,apodo,juego,arquetipo,posicion_en,elemento_en,disparo,control,tecnica,defensa,fisico,velocidad,inteligencia,total,age_group,genero,rol,imagen_url,fecha_creacion,fecha_actualizacion
257,4538,Syd Faircrest,Faircrest,Inazuma Eleven: Victory Road,Contraataque,MF,Fire,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/x/z/xzeew2y0m48.png,2025-12-21 14:50:47,2025-12-22 18:07:12
258,4535,Ciel Natcherall,Natcherall,Inazuma Eleven: Victory Road,Afinidad,MF,Fire,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/1/x/1xgtnyvq8em.png,2025-12-21 14:50:47,2025-12-22 18:07:12
259,4534,Theon Stillcliffe,Stillcliffe,Inazuma Eleven: Victory Road,Afinidad,MF,Mountain,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/e/9/e91zlb5bx-s.png,2025-12-21 14:50:47,2025-12-22 18:07:12
260,4517,Elijah Singleton,Singleton,Inazuma Eleven: Victory Road,Juego Sucio,MF,Fire,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/n/6/n6m9tazi7gm.png,2025-12-21 14:50:47,2025-12-22 18:07:11
261,4518,Rohan Snatchett,Snatchett,Inazuma Eleven: Victory Road,Afinidad,MF,Fire,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/5/q/5qzlcnaqc5k.png,2025-12-21 14:50:47,2025-12-22 18:07:11
262,4527,Wythers Moonridge,Moonridge,Inazuma Eleven: Victory Road,Brecha,MF,Forest,130,151,152,113,109,109,135,899,Adult,Male,Manager,https://dxi4wb638ujep.cloudfront.net/1/k/l/u/lubylakcdtc.png,2025-12-21 14:50:47,2025-12-22 18:07:12
263,4523,Rael Abbeybogy,Abbeybogy,Inazuma Eleven: Victory Road,Juego Sucio,MF,Forest,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/3/x/3xhdvrmri10.png,2025-12-21 14:50:47,2025-12-22 18:07:12
264,4525,Volk Lorius,Lorius,Inazuma Eleven: Victory Road,Brecha,MF,Wind,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/e/e/eexgw3s9gac.png,2025-12-21 14:50:47,2025-12-22 18:07:12
265,1889,Li Leung,Leung,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,MF,Wind,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/k/-/k-g64frz9ws.png,2025-12-21 14:50:42,2025-12-21 14:50:42
266,1258,Thor Stoutberg,Stoutberg,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Wind,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/a/g/ag7gjc6nhqe.png,2025-12-21 14:50:41,2025-12-21 14:50:41
267,1982,Drachen Gunther,Gunther,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Fire,130,151,152,113,109,109,135,899,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/0/v0gtusapehs.png,2025-12-21 14:50:43,2025-12-21 14:50:43
268,1684,Colin Binder,Binder,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Fire,130,151,152,113,109,109,135,899,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/j/e/jek9yrxs6wu.png,2025-12-21 14:50:42,2025-12-21 14:50:42
269,1860,Phil A. Minion,Minion,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,DF,Fire,116,120,123,133,138,119,149,898,Adult,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/e/8/e82pnbcol8s.png,2025-12-21 14:50:42,2025-12-21 14:50:42
270,1276,Eugene Conwell,Conwell,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/h/rhortsxi1l0.png,2025-12-21 14:50:41,2025-12-21 14:50:41
271,1957,Nenel,Nenel,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Fire,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/8/z/8zbdfamc_fc.png,2025-12-21 14:50:43,2025-12-21 14:50:43
272,1960,Lephiel,Lephiel,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,DF,Mountain,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/-/s/-scfrzew6zc.png,2025-12-21 14:50:43,2025-12-21 14:50:43
273,1784,Violetto Ametista,Ametista,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/w/i/wia7kyuwpbc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
274,1965,Gaiel,Gaiel,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Wind,159,151,137,113,109,109,120,898,Exobeing,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/e/_/e_b_tihtjqk.png,2025-12-21 14:50:43,2025-12-21 14:50:43
275,1968,Bael,Bael,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,DF,Mountain,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/c/z/czpfxivghmu.png,2025-12-21 14:50:43,2025-12-21 14:50:43
276,1976,Thanatos,Thanatos,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Forest,159,151,137,113,109,109,120,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/k/_/k_p5nacvxts.png,2025-12-21 14:50:43,2025-12-21 14:50:43
277,1979,Lump Trungus,L. Trun.,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Fire,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/t/v/tvnxa1ifbbs.png,2025-12-21 14:50:43,2025-12-21 14:50:43
278,1980,Bump Trungus,B. Trun.,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,DF,Wind,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/c/9/c9wqtku_sye.png,2025-12-21 14:50:43,2025-12-21 14:50:43
279,1983,Mystral Callous,Callous,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,FW,Mountain,159,151,137,113,109,109,120,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/p/b/pbdy9xvhxnc.png,2025-12-21 14:50:43,2025-12-21 14:50:43
280,1984,Radd Ischer,Ischer,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Forest,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/-/z/-zy5qojbcu0.png,2025-12-21 14:50:43,2025-12-21 14:50:43
281,1739,Zeke Valanche,Zell,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/k/y/ky2qjrrs1y0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
282,1317,Chloe Glazier,Glazier,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,DF,Wind,116,120,123,133,138,119,149,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/m/t/mtzycsrvbbs.png,2025-12-21 14:50:42,2025-12-21 14:50:42
283,1720,Bilal Kalil,Kalil,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,DF,Forest,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/m/f/mf04mt2uize.png,2025-12-21 14:50:42,2025-12-21 14:50:42
284,1990,Lucia,Lucia,,Tensión,FW,Mountain,159,151,137,113,109,109,120,898,,,,https://dxi4wb638ujep.cloudfront.net/1/k/k/d/kdbju-9yebm.png,2025-12-21 14:50:43,2026-01-05 19:16:19
285,1700,Isaac Glass,Isaac,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/-/t/-ttibfvr2fc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
286,1687,Ken Mayfield,Mayfield,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,DF,Forest,116,120,123,133,138,119,149,898,Adult,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/a/i/aif1iqwmndm.png,2025-12-21 14:50:42,2025-12-21 14:50:42
287,1683,Tom Skipper,Skipper,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/6/a/6a-qmb-ah4s.png,2025-12-21 14:50:42,2025-12-21 14:50:42
288,1383,Sable Tatter,Tatter,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/5/z/5zsfk9isnvm.png,2025-12-21 14:50:42,2025-12-21 14:50:42
289,19,Peter Drent,Drent,Inazuma Eleven,Juego Sucio,DF,Mountain,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/d/5/d5w9zd0i6nc.png,2025-12-21 14:50:39,2025-12-21 14:50:39
290,44,Johan Tassman,Talisman,Inazuma Eleven,Juego Sucio,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/z/l/zlmqsoqnnru.png,2025-12-21 14:50:39,2025-12-21 14:50:39
291,65,Adrian Speed,Cheetah,Inazuma Eleven,Juego Sucio,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mly6v4mcfnu.png,2025-12-21 14:50:39,2025-12-21 14:50:39
292,663,Miles Ryan,Miles,Inazuma Eleven,Tensión,DF,Wind,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/t/a/ta3umu-emzu.png,2025-12-21 14:50:40,2025-12-21 14:50:40
293,81,Jonathan Seller,Seller,Inazuma Eleven,Justicia,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/9/n/9n8pehekmv0.png,2025-12-21 14:50:39,2025-12-21 14:50:39
294,83,Neil Turner,Turner,Inazuma Eleven,Tensión,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/i/n/inwfp5x5ak8.png,2025-12-21 14:50:39,2025-12-21 14:50:39
295,99,Mark Gambling,Artist,Inazuma Eleven,Afinidad,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/i/vijiimsj7wu.png,2025-12-21 14:50:39,2025-12-21 14:50:39
296,1179,Lily Willow,Willow,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/a/p/apmtujstkj8.png,2025-12-21 14:50:41,2025-12-21 14:50:41
297,118,Sail Bluesea,Cloak,Inazuma Eleven,Brecha,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/e/k/eksfr7ppi60.png,2025-12-21 14:50:40,2025-12-21 14:50:40
298,1156,Argie Bargie,Bargie,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Forest,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/z/s/zsubehow5is.png,2025-12-21 14:50:41,2025-12-21 14:50:41
299,1144,Tyke Wando,Wando,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/y/x/yxmc_h0z5b0.png,2025-12-21 14:50:41,2025-12-21 14:50:41
300,1128,Quentin Rackner,Rackner,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/p/rpwhr8ok0xm.png,2025-12-21 14:50:41,2025-12-21 14:50:41
301,150,Marvin Murdock,Marvin,Inazuma Eleven,Juego Sucio,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/p/c/pcfzrjfd6jk.png,2025-12-21 14:50:40,2025-12-21 14:50:40
302,151,Thomas Murdock,Thomas,Inazuma Eleven,Juego Sucio,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/h/0/h0e-xiwkbpe.png,2025-12-21 14:50:40,2025-12-21 14:50:40
303,152,Tyler Murdock,Tyler,Inazuma Eleven,Justicia,FW,Mountain,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/2/c/2c1fc3ww28s.png,2025-12-21 14:50:40,2025-12-21 14:50:40
304,1117,Joaquine Downtown,Downtown,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Fire,116,120,123,133,138,119,149,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/y/n/ynb8qlj_vrc.png,2025-12-21 14:50:41,2025-12-21 14:50:41
305,160,Apollo Light,Apollo,Inazuma Eleven,Justicia,DF,Forest,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/7/u/7uk9hbs-y9u.png,2025-12-21 14:50:40,2025-12-21 14:50:40
306,161,Jeff Iron,Hephestus,Inazuma Eleven,Contraataque,DF,Fire,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/k/8/k87cm-kefo8.png,2025-12-21 14:50:40,2025-12-21 14:50:40
307,162,Lane War,Ares,Inazuma Eleven,Afinidad,DF,Mountain,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/i/d/id8ainyoai8.png,2025-12-21 14:50:40,2025-12-21 14:50:40
308,163,Danny Wood,Dionysus,Inazuma Eleven,Afinidad,DF,Wind,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/5/1/51nhpy-s37u.png,2025-12-21 14:50:40,2025-12-21 14:50:40
309,167,Jonas Demetrius,Demeter,Inazuma Eleven,Tensión,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/t/w/twrmtii4lkm.png,2025-12-21 14:50:40,2025-12-21 14:50:40
310,1093,Hauser,Hauser,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,DF,Mountain,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/o/v/ovq3him1zl8.png,2025-12-21 14:50:41,2025-12-21 14:50:41
311,185,Millie Moonlight,Millie,Inazuma Eleven,Contraataque,FW,Forest,159,151,137,113,109,109,120,898,Elementary,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/y/uyotwixksr0.png,2025-12-21 14:50:40,2025-12-21 14:50:40
312,288,Percy Coldstair,Coldstair,Inazuma Eleven,Justicia,DF,Forest,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/9/2/92mtbpnwlme.png,2025-12-21 14:50:40,2025-12-21 14:50:40
313,1080,Clear,Clear,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Wind,116,120,123,133,138,119,149,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/n/vnrwjowwzxm.png,2025-12-21 14:50:41,2025-12-21 14:50:41
314,1077,Neppten,Neppten,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/x/r/xrrq1gdzve0.png,2025-12-21 14:50:41,2025-12-21 14:50:41
315,1055,Zell,Zell,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/x/g/xgrqnifvn08.png,2025-12-21 14:50:41,2025-12-21 14:50:41
316,1053,Mercury,Mercury,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/g/ugbg6cqcrr0.png,2025-12-21 14:50:41,2025-12-21 14:50:41
317,1044,Diam,Diam,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/g/rg_s5qmt5n0.png,2025-12-21 14:50:41,2025-12-21 14:50:41
318,232,Samantha Moonlight,Samantha,Inazuma Eleven,Afinidad,FW,Wind,159,151,137,113,109,109,120,898,Adult,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/5/k/5k9bkqhoeik.png,2025-12-21 14:50:40,2025-12-21 14:50:40
319,1033,Sagaminator,Saggy,Inazuma Eleven,Justicia,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/c/z/czxp9uz6a5m.png,2025-12-21 14:50:41,2025-12-21 14:50:41
320,242,Andy,Andy,Inazuma Eleven,Contraataque,DF,Mountain,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/z/f/zfhygptxm1s.png,2025-12-21 14:50:40,2025-12-21 14:50:40
321,248,George Winters,Winters,Inazuma Eleven,Justicia,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/p/g/pgvjwd-pbgc.png,2025-12-21 14:50:40,2025-12-21 14:50:40
322,3338,Driss,Driss,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Juego Sucio,DF,Forest,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/9/q/9q4ebktx_he.png,2025-12-21 14:50:45,2025-12-21 14:50:45
323,3337,Tsync,Tsync,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Juego Sucio,DF,Fire,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/m/c/mcj_2b1tsss.png,2025-12-21 14:50:45,2025-12-21 14:50:45
324,3335,Schemer Guile,Guile,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Juego Sucio,FW,Forest,159,151,137,113,109,109,120,898,Exobeing,Male,Manager,https://dxi4wb638ujep.cloudfront.net/1/k/w/1/w1afgzwgvos.png,2025-12-21 14:50:45,2025-12-21 14:50:45
325,3329,Ough Cee,Cee,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Afinidad,FW,Fire,159,151,137,113,109,109,120,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/x/y/xyaze8s0sbc.png,2025-12-21 14:50:45,2025-12-21 14:50:45
326,2280,Virginia Goldstein,Virgo,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/k/vkd_gtoytsc.png,2025-12-21 14:50:43,2025-12-21 14:50:43
327,3296,Korin Maebayashi,Korin,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Justicia,FW,Forest,159,151,137,113,109,109,120,898,Adult,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/n/i/nidqh5_mt5k.png,2025-12-21 14:50:45,2025-12-21 14:50:45
328,3295,Taian Inaba,Inaba,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Brecha,FW,Wind,159,151,137,113,109,109,120,898,Adult,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/w/g/wgyxmgz2-km.png,2025-12-21 14:50:45,2025-12-21 14:50:45
329,2709,Maia,Maia,Inazuma Eleven GO: Light / Shadow,Tensión,DF,Forest,116,120,123,133,138,119,149,898,Elementary,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/m/d/md4ccde2eus.png,2025-12-21 14:50:44,2025-12-21 14:50:44
330,3270,Mike,Mike,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Brecha,FW,Forest,159,151,137,113,109,109,120,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/f/j/fj3vf6wbeoe.png,2025-12-21 14:50:45,2025-12-21 14:50:45
331,3268,Juliet,Juliet,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Brecha,FW,Wind,159,151,137,113,109,109,120,898,Exobeing,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/a/j/ajddoefyirm.png,2025-12-21 14:50:45,2025-12-21 14:50:45
332,2326,Yurina Kumai,Yurina,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/e/regtelt7rlk.png,2025-12-21 14:50:43,2025-12-21 14:50:43
333,2327,Miyabi Natsuyaki,Miiya,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/g/s/gs3ypalbg4m.png,2025-12-21 14:50:43,2025-12-21 14:50:43
334,2338,Michael Ballzack,Kaiser,Inazuma Eleven GO: Light / Shadow,Brecha,FW,Mountain,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/g/m/gmqokkknj0s.png,2025-12-21 14:50:43,2025-12-21 14:50:43
335,2339,Doug McArthur,Dodge,Inazuma Eleven GO: Light / Shadow,Justicia,FW,Wind,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/x/h/xh4aaoz_rn0.png,2025-12-21 14:50:43,2025-12-21 14:50:43
336,2345,Sven Johansson,Sven,Inazuma Eleven GO: Light / Shadow,Afinidad,DF,Fire,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/a/va_g0xltuh0.png,2025-12-21 14:50:43,2025-12-21 14:50:43
337,2352,Tom Gato,Gato,Inazuma Eleven GO: Light / Shadow,Tensión,DF,Forest,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/c/vcpvr1ieml0.png,2025-12-21 14:50:43,2025-12-21 14:50:43
338,2354,Conant Ó Briain,Cob,Inazuma Eleven GO: Light / Shadow,Tensión,DF,Forest,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/c/l/cl5ootwsk-c.png,2025-12-21 14:50:43,2025-12-21 14:50:43
339,2695,Frank Wintersea,Wintersea,,Afinidad,DF,Wind,116,120,123,133,138,119,149,898,,,,https://dxi4wb638ujep.cloudfront.net/1/k/i/5/i5a5277jj7u.png,2025-12-21 14:50:44,2026-01-07 17:47:40
340,3250,Sor,Sor,Inazuma Eleven GO Chrono Stones: Wildfire / Thunderflash,Justicia,DF,Wind,116,120,123,133,138,119,149,898,Exobeing,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/r/vrkcvyoakus.png,2025-12-21 14:50:45,2025-12-21 14:50:45
341,2685,Charley Horse,Charley,Inazuma Eleven GO: Light / Shadow,Brecha,DF,Mountain,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/p/ups4-dkf2yc.png,2025-12-21 14:50:44,2025-12-21 14:50:44
342,3244,Everard Valiant,Everard,Inazuma Eleven GO: Light / Shadow,Contraataque,DF,Wind,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/g/v/gv29nyflros.png,2025-12-21 14:50:45,2025-12-21 14:50:45
343,3243,Damon Valiant,Damon,Inazuma Eleven GO: Light / Shadow,Contraataque,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/9/r9hcgnjx89e.png,2025-12-21 14:50:45,2025-12-21 14:50:45
344,2406,Jimmy Kyrk,Kyrk,Inazuma Eleven GO: Light / Shadow,Justicia,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/p/c/pcdbsxig6tc.png,2025-12-21 14:50:43,2025-12-21 14:50:43
345,2654,Millie Moonlight,Millie,Inazuma Eleven GO: Light / Shadow,Tensión,FW,Forest,159,151,137,113,109,109,120,898,College,Female,Coach,https://dxi4wb638ujep.cloudfront.net/1/k/s/j/sjoq82nw4tu.png,2025-12-21 14:50:44,2025-12-21 14:50:44
346,2424,Maxim Millennium,Maxi,Inazuma Eleven GO: Light / Shadow,Juego Sucio,FW,Forest,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/n/z/nz2k666fn28.png,2025-12-21 14:50:43,2025-12-21 14:50:43
347,2425,Infinity Beyond,Infinity,Inazuma Eleven GO: Light / Shadow,Contraataque,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/w/x/wxhrxfc_gfu.png,2025-12-21 14:50:43,2025-12-21 14:50:43
348,2980,Sal Hughes,Sal,Inazuma Eleven GO: Light / Shadow,Juego Sucio,FW,Fire,159,151,137,113,109,109,120,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/i/a/ia6pbeneld8.png,2025-12-21 14:50:44,2025-12-21 14:50:44
349,2433,Dracon Yale,Yale,Inazuma Eleven GO: Light / Shadow,Juego Sucio,DF,Wind,116,120,123,133,138,119,149,898,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/_/v/_viwy602l6m.png,2025-12-21 14:50:43,2025-12-21 14:50:43
